"Compounds ID"	"Tags"	"Checked"	"Name"	"Formula"	"Annot. Source: Predicted Compositions"	"Annot. Source: mzCloud Search"	"Annot. Source: mzVault Search"	"Annot. Source: ChemSpider Search"	"Annot. DeltaMass [ppm]"	"Calc. MW"	"m/z"	"RT [min]"	"Area (Max.)"	"# ChemSpider Results"	"# mzCloud Results"	"# mzVault Results"	"mzCloud Best Match"	"mzCloud Best Match Confidence"	"mzCloud Best Sim. Match"	"mzVault Best Match"	"# Usable QC"	"RSD QC Areas [%]"	"RSD Corr. QC Areas [%]"	"MS2"	"Reference Ion"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 1.raw (F1)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 2.raw (F2)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 3.raw (F3)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 4.raw (F4)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 5.raw (F5)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 6.raw (F6)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 7.raw (F7)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 8.raw (F8)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 9.raw (F9)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 10.raw (F10)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 11.raw (F11)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 12.raw (F12)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 13.raw (F13)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 14.raw (F14)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 15.raw (F15)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 16.raw (F16)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 17.raw (F17)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 18.raw (F18)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 19.raw (F19)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 20.raw (F20)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 21.raw (F21)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 22.raw (F22)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 23.raw (F23)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 24.raw (F24)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 25.raw (F25)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 26.raw (F26)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 27.raw (F27)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 28.raw (F28)"	"Norm. Area: 220923_SG_Fredrik_RP_extractionblank_2.raw (F32)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_1.raw (F36)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_2.raw (F37)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_3.raw (F38)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_4.raw (F39)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_5.raw (F40)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_6.raw (F41)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_7.raw (F42)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 1.raw (F1)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 2.raw (F2)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 3.raw (F3)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 4.raw (F4)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 5.raw (F5)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 6.raw (F6)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 7.raw (F7)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 8.raw (F8)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 9.raw (F9)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 10.raw (F10)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 11.raw (F11)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 12.raw (F12)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 13.raw (F13)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 14.raw (F14)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 15.raw (F15)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 16.raw (F16)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 17.raw (F17)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 18.raw (F18)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 19.raw (F19)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 20.raw (F20)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 21.raw (F21)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 22.raw (F22)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 23.raw (F23)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 24.raw (F24)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 25.raw (F25)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 26.raw (F26)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 27.raw (F27)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 28.raw (F28)"	"Peak Rating: 220923_SG_Fredrik_RP_extractionblank_2.raw (F32)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_1.raw (F36)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_2.raw (F37)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_3.raw (F38)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_4.raw (F39)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_5.raw (F40)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_6.raw (F41)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_7.raw (F42)"
"1933"	"C"	"False"	"D-Panthenol"	"C9 H19 N O4"	"No match"	"Invalid mass"	"No results"	"No match"	"107172.33"	"227.11582"	"228.12310"	"1.511"	"2397086.60423518"	"18"	"4"	"0"	"59.5"	"8.0"	"24.8"	""	"7"	"8"	"3"	"PreferredDDA"	"[M+H]+1"	"430850.641956828"	"402113.819095057"	"721380.565495051"	"828733.916224771"	"723338.450729909"	"806083.213354488"	"732964.390798558"	"615955.888775942"	"1292413.45757303"	"332920.347629326"	"559725.912075843"	"564914.251875068"	"869504.872915383"	"525481.790821067"	"679338.793262057"	"627122.63128734"	"471073.853284032"	"337852.712827935"	"753401.085109532"	"1730770.15990737"	"552326.897872988"	"727223.086823434"	"252774.715714471"	"2273217.64712446"	"20888.1096677614"	"700425.292568628"	"714805.555478952"	"449669.274319291"	"7105.04010347223"	"681760.297587687"	"719393.340056145"	"750721.456789794"	"724494.782593144"	"712683.502806679"	"721615.253445639"	"700474.634277724"	"5.0"	"5.8"	"5.5"	"7.7"	"7.7"	"6.6"	""	"4.5"	"8.0"	"4.7"	"4.5"	"4.5"	"5.5"	"3.4"	"4.5"	"6.1"	"6.1"	""	"7.2"	"8.6"	"5.0"	"5.5"	""	"8.0"	""	"5.5"	"6.1"	""	""	"5.0"	"5.5"	"6.1"	"6.1"	"6.1"	"6.1"	""
"1590"	"E"	"False"	"[Similar to: 1-Methyl-N-{[(2R,4S,5R)-5-(2-methyl-6-phenyl-4-pyrimidinyl)-1-azabicyclo[2.2.2]oct-2-yl]methyl}-4-piperidinamine; ?Mass: 58.0044 Da]"	"C26 H41 N O6"	"Full match"	"Invalid mass"	"No results"	"No results"	"0.53"	"463.29363"	"464.30091"	"7.970"	"2394587.90029899"	"0"	"1"	"0"	""	""	"20.9"	""	"7"	"4"	"4"	"PreferredDDA"	"[M+H]+1"	"1387937.26358882"	"23683.1934702404"	"8785.13005414211"	"9510.63444131753"	"8760.43859978128"	"9600.54775256535"	"1590648.57207197"	"8385.08131374148"	"21209.891913792"	"24200.2286076021"	"31975.3523157708"	"547092.876538458"	"42291.9273325138"	"8073.33703329841"	"387507.341070458"	"8763.59610926365"	"17091.8701156402"	"8113.9321667249"	"754102.341389108"	"8873.37498152485"	"701415.828904511"	"331185.318793486"	"478193.834382312"	"62302.1110603816"	"150745.803043261"	"563881.886075354"	"2404356.41871712"	"8519.57472288376"	"6859.38625412316"	"352333.905966827"	"369443.757673328"	"354340.509785862"	"339939.849073348"	"371222.44964345"	"343866.33731485"	"368508.706302866"	"8.6"	""	""	""	""	""	"8.6"	""	""	""	""	"6.6"	""	""	"5.8"	""	""	""	"7.7"	""	"7.7"	"5.8"	"7.7"	""	"2.5"	"7.2"	"8.6"	""	""	"6.3"	"6.3"	"5.8"	"6.8"	"5.2"	"5.2"	"5.8"
"1807"	"E"	"False"	"[Similar to: NP-003749; ?Mass: 77.1417 Da]"	"C23 H48 N O8 P"	"Full match"	"Invalid mass"	"No results"	"No results"	"0.54"	"497.31202"	"498.31930"	"13.322"	"2393911.2537154"	"0"	"1"	"0"	""	""	"24.1"	""	"7"	"3"	"3"	"PreferredDDA"	"[M+H]+1"	"996459.238161565"	"1836258.15167182"	"1488801.26613716"	"1583606.16989668"	"1634761.82563367"	"1582393.34024809"	"883763.770297563"	"1651686.83794333"	"1078847.21738608"	"854501.034022553"	"1681878.3305979"	"941783.489748996"	"2244402.8845016"	"1551053.54532353"	"1104211.74784507"	"1335198.00623625"	"2386733.25988867"	"1217383.73584238"	"934866.572451831"	"1311823.28880118"	"1200667.87673077"	"938959.066244695"	"932577.675564867"	"1668191.96000412"	"743217.119887664"	"880033.192993729"	"1363208.79539952"	"866824.766740237"	"11025.6265984169"	"1481806.71710273"	"1484665.74847552"	"1550085.49124515"	"1441235.26627788"	"1511628.23025814"	"1451068.19979526"	"1531565.9412027"	"4.2"	"6.4"	"7.0"	"7.0"	"8.0"	"5.9"	"6.6"	"6.4"	"7.5"	"7.7"	"7.5"	"4.5"	"6.4"	"7.0"	"5.9"	"5.9"	"8.0"	"6.4"	"7.7"	"6.4"	"5.9"	"6.6"	"3.9"	"5.9"	"4.5"	"5.0"	"5.9"	"5.5"	""	"7.5"	"8.6"	"7.0"	"6.4"	"6.4"	"6.4"	"5.9"
"1315"	""	"False"	""	"C6 H N8 O4 P"	"Full match"	"No results"	"No results"	"No results"	"0.65"	"279.98602"	"280.99329"	"0.886"	"2392571.136001"	"0"	"0"	"0"	""	""	""	""	"7"	"3"	"2"	"NoMSn"	"[M+H]+1"	"2038268.95079775"	"2214283.72307224"	"1937958.25808047"	"2012027.64588197"	"1844167.23267486"	"1918185.29413077"	"1975785.64068562"	"2075967.16727303"	"1904770.00840651"	"2172758.5145188"	"1968272.20207742"	"2238325.24159419"	"1866658.30718395"	"1772102.20305114"	"2018655.68105671"	"1969992.2011143"	"1894446.127136"	"2200678.99293753"	"2073353.41588658"	"1842292.65315504"	"2147242.65931373"	"2116260.34743084"	"2021891.16894747"	"1927001.46029225"	"2436144.79323944"	"1993022.5879134"	"2060154.17826466"	"2166660.59552873"	"6051.62623143862"	"2130718.40778253"	"2076132.65901101"	"2067202.83390265"	"2025544.55545338"	"2135821.27039993"	"2040096.14202509"	"2133509.78340374"	"5.9"	"7.5"	"7.5"	"7.5"	"5.9"	"8.0"	"8.0"	"7.5"	"6.4"	"8.0"	"7.5"	"7.5"	"7.5"	"7.5"	"6.4"	"5.9"	"8.0"	"7.5"	"6.4"	"5.9"	"6.4"	"7.5"	"8.0"	"5.9"	"7.5"	"7.5"	"7.5"	"8.0"	""	""	"8.0"	"7.5"	"8.0"	"6.4"	"8.0"	"8.0"
"1708"	""	"False"	""	"C26 H46 N2 O9 S"	"Full match"	"No results"	"No results"	"No results"	"0.49"	"562.29268"	"563.29995"	"7.207"	"2390018.05949092"	"0"	"0"	"0"	""	""	""	""	"7"	"3"	"3"	"PreferredDDA"	"[M+H]+1"	"2095417.29317306"	"27022.711116238"	"17597.0873281159"	"23074.2971521828"	"16467.7292686895"	"9698.6933570727"	"975317.899700214"	"65658.3210830195"	"10766.2149352341"	"34397.5051929584"	"19355.9831065774"	"764974.326193836"	"25556.1860992044"	"10208.2536375047"	"466541.341446818"	"9643.29648605361"	"39375.1812491434"	"21603.0729693138"	"944070.659569218"	"37224.6185195327"	"635298.48231732"	"190226.53961593"	"330415.533206823"	"79811.1778679607"	"22265.4901554785"	"747593.508717684"	"2402967.07397611"	"9284.90836631588"	"7772.37581800908"	"329480.893044682"	"320456.759914823"	"346513.298075691"	"325542.467943118"	"333499.780634765"	"332305.70385725"	"324393.826888011"	"8.0"	""	""	""	""	""	"8.0"	""	""	""	""	"7.2"	""	""	""	""	""	""	"7.7"	""	""	""	""	""	""	"7.7"	"8.6"	""	""	""	"6.8"	""	""	""	"5.8"	""
"1680"	"B"	"False"	"Methyl indole-3-acetate"	"C11 H11 N O2"	"Full match"	"Full match"	"No results"	"Full match"	"0.46"	"189.07907"	"190.08634"	"7.060"	"2383139.97249875"	"68"	"14"	"0"	"69.4"	"8.5"	"45.2"	""	"7"	"3"	"2"	"PreferredDDA"	"[M+H]+1"	"892759.832874988"	"1612887.28378904"	"643194.62689051"	"981070.621187992"	"713160.573565351"	"1119839.53680236"	"915322.071462731"	"642017.900221286"	"1249488.22092026"	"1144286.10508592"	"1395443.34208485"	"1011603.57572751"	"1359440.52226625"	"1024397.14948305"	"957355.05079353"	"1150900.25921855"	"2387564.51403801"	"1202726.86722417"	"958871.03853859"	"1083697.34371134"	"1636197.79157997"	"849854.663753526"	"1033059.1155604"	"726595.760278662"	"1467185.19128835"	"975934.701116527"	"698914.835114637"	"1290726.49125643"	"7369.42889536381"	"1111319.56476595"	"1173107.38235183"	"1146432.01072145"	"1185679.85560211"	"1123594.91231457"	"1166734.34140694"	"1127814.33251924"	"7.7"	"9.1"	"7.7"	"8.6"	"6.6"	"8.0"	"8.3"	"7.2"	"8.0"	"9.1"	"9.1"	"8.6"	"8.6"	"8.6"	"7.7"	"8.6"	"8.6"	"9.1"	"8.3"	"8.6"	"8.6"	"7.7"	"8.0"	"6.6"	"9.1"	"8.6"	"7.7"	"8.6"	""	"8.6"	"8.6"	"8.6"	"9.1"	"8.6"	"8.6"	"8.0"
"2451"	"C"	"False"	"(2R,3R,3aR,5R)-5,7-dimethoxy-2-(7-methoxy-2H-1,3-benzodioxol-5-yl)-3-methyl-3a-(prop-2-en-1-yl)-2,3,3a,4,5,6-hexahydro-1-benzofuran-6-one"	"C22 H26 O7"	"No match"	"Invalid mass"	"No results"	"No match"	"8.84"	"402.17141"	"403.17869"	"5.917"	"2382725.2639618"	"2"	"5"	"0"	"43.9"	"43.3"	""	""	"7"	"1"	"1"	"PreferredDDA"	"[M+H]+1"	"1376136.98354966"	"1984918.99482095"	"1591120.87325021"	"1946243.56873063"	"2384713.14349576"	"1998849.1205258"	"1185041.95558708"	"1325490.08349694"	"1292185.75292245"	"1070543.38695275"	"1949570.73498474"	"1160384.54252944"	"2011412.71169817"	"1578760.77225074"	"1671162.09990766"	"1329868.08084804"	"231577.040313457"	"1675487.80263924"	"523186.565951114"	"1407754.45396459"	"1421176.77579595"	"1172601.35559249"	"1461231.64683736"	"1880364.88554858"	"1318303.4986649"	"1285311.78460645"	"1536863.04510473"	"1063693.10477878"	"11735.2314936846"	"1471657.18539302"	"1496247.47020579"	"1487100.31455992"	"1443529.85148715"	"1497804.56959361"	"1491967.48391092"	"1470644.52288953"	"7.0"	"8.0"	"7.5"	"8.0"	"7.5"	"8.0"	"7.0"	"7.5"	"7.5"	"5.9"	"8.0"	"6.4"	"8.0"	"7.0"	"7.5"	"7.5"	"2.5"	"8.0"	"5.5"	"7.5"	"7.0"	"7.5"	"7.0"	"7.0"	"7.0"	"7.5"	"7.0"	"8.0"	""	"7.5"	"7.0"	"7.5"	"7.5"	"8.0"	"7.0"	"7.5"
"1649"	"D"	"False"	"AC-DL-MET-OME"	"C8 H15 N O3 S"	"Full match"	"Invalid mass"	"No results"	"Full match"	"0.27"	"205.07732"	"206.08457"	"3.361"	"2382459.03861782"	"5"	"6"	"0"	""	""	"30.3"	""	"7"	"5"	"5"	"PreferredDDA"	"[M+H]+1"	"1480604.23867047"	"40575.3292988331"	"78418.852888839"	"24023.8095562987"	"75603.0727821442"	"29176.468499757"	"1980452.01872511"	"91146.1999324194"	"27901.5844305018"	"104523.033268544"	"45725.6453424235"	"2381546.70868017"	"54250.8515068229"	"51333.8824814722"	"980111.803688318"	"62517.1048439017"	"39763.3542271872"	"166459.553953706"	"1429703.6218319"	"80463.4436956164"	"865678.599771684"	"1011500.86519909"	"1189439.10426155"	"66216.7610550202"	"343612.234588904"	"729898.381026053"	"1023514.28470901"	"193684.633873927"	"5921.92157842658"	"565395.444902679"	"523940.407263662"	"531149.504239094"	"545059.245228976"	"512629.867708327"	"580323.848738842"	"521088.353294855"	"8.6"	"3.3"	"4.3"	""	"6.5"	"3.8"	"8.6"	"3.8"	""	"7.1"	"1.6"	"9.1"	""	"0.5"	"8.6"	"1.1"	""	"5.8"	"9.1"	"2.7"	"8.3"	"8.0"	"9.1"	"2.7"	"7.4"	"8.3"	"8.6"	"6.3"	""	"7.2"	"6.1"	"8.3"	"8.3"	"7.7"	"7.7"	"8.3"
"1095"	""	"False"	""	"C21 H35 O18 P3 S2"	"Full match"	"No results"	"No results"	"No results"	"-0.30"	"732.04755"	"733.05488"	"0.941"	"2371849.95324114"	"0"	"0"	"0"	""	""	""	""	"7"	"4"	"4"	"NoMSn"	"[M+H]+1"	"1311071.25717031"	"1515166.48586092"	"1660891.47514578"	"1729181.33936797"	"2359133.80956098"	"1768380.85105764"	"1636658.60245554"	"1675589.08355619"	"1292455.75922154"	"1588189.88850105"	"1655306.27129698"	"1385567.73666092"	"1899287.62046939"	"2204336.52618827"	"1719421.74378794"	"1807555.57108743"	"1686539.60485259"	"1556620.49118619"	"1624249.02297309"	"1136942.08803888"	"1517076.50636336"	"1704907.52240585"	"1148357.55204411"	"793515.803313661"	"1776687.7598055"	"1753564.58765473"	"1724209.86705103"	"1668846.64793966"	"3222.5177554845"	"1725042.25030358"	"1749148.66314801"	"1674683.54890603"	"1604122.78736217"	"1689751.38623861"	"1789601.96485309"	"1680860.83628463"	""	""	""	""	"5.3"	"8.0"	""	""	"7.5"	""	""	""	""	""	""	""	"8.0"	""	""	"5.3"	""	"8.0"	""	""	""	"8.0"	"8.0"	""	""	""	""	""	""	"8.0"	""	""
"1823"	"C"	"False"	"NP-012381"	"C24 H26 O10"	"No match"	"Invalid mass"	"No results"	"No match"	"35909.97"	"491.17940"	"492.18668"	"5.907"	"2353274.33089073"	"2"	"1"	"0"	"42.8"	"7.1"	""	""	"7"	"10"	"10"	"PreferredDDA"	"[M+H]+1"	"1921460.50735831"	"302762.657514401"	"223733.195628379"	"148994.546363692"	"195554.377501497"	"142000.652342913"	"871301.924513303"	"118001.09401611"	"231269.265472005"	"211517.443702919"	"198335.557679851"	"2335278.80718418"	"137393.796732925"	"202448.642187611"	"1399355.6041028"	"250383.963381137"	"156728.276414098"	"293807.248606666"	"840798.672644016"	"207376.167509956"	"1393364.27185657"	"1079419.98587387"	"1136513.2827614"	"274438.996386482"	"640224.122466334"	"912050.393194128"	"1716175.97776054"	"207635.852267012"	"6005.0513582572"	"636693.744927383"	"674435.42205673"	"631574.181958425"	"648082.07174626"	"507132.241910641"	"683001.648172984"	"691143.900762641"	"9.1"	"5.8"	"5.2"	"6.3"	"6.8"	"6.0"	"8.3"	"3.3"	"4.7"	"5.2"	"7.4"	"8.6"	"4.3"	"5.2"	"8.0"	"6.3"	"5.2"	"7.9"	"7.2"	"7.4"	"8.6"	"8.6"	"9.1"	"4.7"	"7.2"	"8.8"	"8.0"	"4.1"	""	"8.3"	"7.2"	"6.6"	"6.6"	"7.7"	"7.2"	"8.3"
"2391"	"D"	"False"	"2-[(11Z,14Z)-icosadienoyl]-sn-glycero-3-phosphoethanolamine"	"C25 H48 N O7 P"	"Full match"	"Invalid mass"	"No results"	"Full match"	"0.91"	"505.31730"	"506.32457"	"11.858"	"2351364.91896627"	"3"	"3"	"0"	""	""	"23.1"	""	"7"	"8"	"7"	"PreferredDDA"	"[M+H]+1"	"1085336.02584919"	"1536111.09338292"	"1214125.38436149"	"1648027.62628968"	"1268006.95745953"	"1905828.37059498"	"1098266.81314306"	"1369864.7756902"	"1035573.52707007"	"780238.33965083"	"2057531.58508194"	"1295642.74858235"	"2339709.68847389"	"1780782.42576147"	"1443253.76849282"	"1121186.39726624"	"1641055.05239475"	"1330452.56064165"	"867412.973238795"	"1359977.24399469"	"1630229.1425871"	"1126015.84762983"	"1474178.1648303"	"1863365.28325906"	"900005.487382493"	"1016841.24428935"	"1858876.8892573"	"1036215.36997323"	"12651.8420861899"	"1478929.22777549"	"1620041.36934778"	"1576181.41723528"	"1362676.30950169"	"1716757.51229319"	"1524143.86149558"	"1503298.0760143"	"6.4"	"7.5"	"5.9"	"7.5"	"5.3"	"5.9"	"5.3"	"8.0"	"7.0"	"6.6"	"5.3"	"8.0"	"5.3"	"7.5"	"6.4"	"5.9"	"5.3"	"5.3"	"3.9"	"4.8"	"8.0"	"7.5"	"7.0"	"6.4"	"4.5"	"5.9"	"5.9"	"5.9"	""	"5.9"	"6.4"	"5.9"	"6.4"	"5.3"	"7.0"	"5.3"
"2030"	"E"	"False"	"[Similar to: PEG n14; ?Mass: -145.0624 Da]"	"C22 H43 N5 O7"	"Full match"	"Invalid mass"	"No results"	"No results"	"-2.11"	"489.31522"	"490.32249"	"4.996"	"2338808.17484257"	"0"	"20"	"0"	""	""	"34.4"	""	"7"	"3"	"3"	"PreferredDDA"	"[M+H]+1"	"837879.930980328"	"493545.782641383"	"1282558.4717843"	"833416.17082281"	"1162060.4427753"	"829937.458841213"	"787415.83725304"	"1372425.45717207"	"1912694.4459418"	"540417.633735792"	"819687.449163275"	"504410.342924446"	"664972.764581191"	"634402.898452923"	"706472.312508613"	"899151.315418249"	"379904.750788862"	"427258.978033829"	"1322665.04354296"	"1191696.37583895"	"601827.722984197"	"988970.542104669"	"479811.392401935"	"2344841.11985438"	"15876.0107384303"	"756391.315158221"	"969876.025434037"	"520308.826909277"	"17776.4944545187"	"821257.715413169"	"890838.803459811"	"873804.236815952"	"854538.972847338"	"867213.860512368"	"852790.758027651"	"860120.873559203"	"7.7"	"7.2"	"8.0"	"6.6"	"8.6"	"7.7"	"8.3"	"9.1"	"9.1"	"7.2"	"8.3"	"7.2"	"7.2"	"7.2"	"7.7"	"7.7"	"5.8"	"6.6"	"8.6"	"7.5"	"6.1"	"8.0"	"6.1"	"8.6"	""	"7.2"	"8.3"	"7.7"	""	"7.2"	"7.7"	"8.8"	"6.1"	"6.6"	"6.1"	"7.7"
"2376"	"C"	"False"	"NP-015331"	"C26 H34 O6"	"No match"	"Invalid mass"	"No results"	"No results"	"38515.00"	"459.26824"	"460.27552"	"4.779"	"2336551.31291239"	"0"	"7"	"0"	"39.9"	"7.0"	"23.0"	""	"7"	"6"	"5"	"PreferredDDA"	"[M+H]+1"	"759211.726070825"	"354011.256044492"	"1153051.320569"	"669328.890986488"	"1070444.40175"	"635203.122208432"	"724812.019077956"	"1289905.99700035"	"1939684.09271949"	"394204.784182272"	"701383.999942078"	"381873.231459606"	"622815.37786261"	"570653.214149701"	"609006.372116646"	"717313.66844061"	"279980.031315957"	"356031.112282124"	"1249027.32238134"	"1090359.47216953"	"483680.169771363"	"819758.731821001"	"430081.438482869"	"2397395.134457"	"10503.9324156614"	"609223.298783418"	"774407.23111692"	"397869.137309842"	"9171.1037295921"	"756235.432996869"	"765382.834427254"	"700053.578232192"	"795617.563232295"	"780146.527192546"	"697076.997963229"	"782204.813977031"	"7.2"	"5.2"	"8.0"	"6.1"	"8.0"	"7.7"	"6.6"	"7.5"	"8.6"	"6.1"	"6.1"	"4.1"	"6.6"	"6.1"	"6.1"	"7.2"	"7.4"	"5.2"	"8.6"	"8.0"	"6.1"	"6.6"	"6.1"	"8.6"	""	"6.1"	"7.2"	"5.2"	""	"6.6"	"7.2"	"6.6"	"7.7"	"6.6"	"7.7"	"6.6"
"1574"	"D"	"False"	"1-(3-Hydroxypropyl)-2,3-dimethyl-4-piperidinone"	"C10 H19 N O2"	"Full match"	"No results"	"No results"	"Full match"	"0.45"	"185.14166"	"186.14894"	"1.675"	"2316639.40112269"	"29"	"0"	"0"	""	""	""	""	"7"	"4"	"4"	"PreferredDDA"	"[M+H]+1"	"2266855.29625389"	"1080432.55616698"	"2058135.03091517"	"1123124.78250501"	"1714440.03448824"	"1106057.13566838"	"850299.6960711"	"1422708.2957622"	"2326642.83504648"	"848408.552404117"	"833929.875227505"	"909036.611142718"	"1374847.063678"	"1140197.40242508"	"150550.601868352"	"818280.110218391"	"1351265.49936348"	"896889.141947692"	"1378710.85265181"	"1824801.95465956"	"1563142.71558409"	"1481661.37491892"	"667830.550877086"	"1603842.76462884"	"30589.33648933"	"1310778.51202367"	"1417398.45346126"	"878641.517938247"	"51843.4471707915"	"1163942.49940244"	"1310862.17308096"	"1249350.69622755"	"1260885.14139812"	"1269529.74082532"	"1227258.85027825"	"1233658.87191358"	"8.6"	"8.6"	"8.0"	"7.5"	"8.6"	"7.5"	"7.2"	"8.0"	"8.0"	"6.1"	"7.7"	"7.7"	"8.0"	"7.5"	"7.4"	"6.6"	"8.6"	"7.2"	"9.1"	"8.6"	"8.6"	"8.6"	"6.6"	"8.6"	""	"8.0"	"8.0"	"8.3"	""	"8.0"	"8.0"	"8.0"	"8.6"	"7.5"	"8.6"	"8.0"
"1063"	"D"	"False"	"Methyl S-(2-methoxy-2-oxoethyl)-L-cysteinate"	"C7 H13 N O4 S"	"Full match"	"Invalid mass"	"No results"	"Full match"	"-0.38"	"207.05645"	"208.06375"	"1.365"	"2313434.36077004"	"4"	"2"	"0"	""	""	"36.7"	""	"7"	"8"	"8"	"OtherDDA"	"[M+H]+1"	"2308460.18309438"	"94436.8441956793"	"113744.550665519"	"81333.655141083"	"65625.1799457129"	"70995.0633723261"	"1639632.85028897"	"115578.790785154"	"102579.548198816"	"240212.619365685"	"63561.6956921074"	"1422443.23494225"	"72990.8204621585"	"76765.5590121711"	"2029436.03840928"	"68721.8105023236"	"59250.0212656808"	"290100.251776031"	"1449218.04884707"	"94739.5868547239"	"1868292.70252252"	"1512947.41222467"	"1947166.09711235"	"108290.060765153"	"2206530.04356511"	"1201124.09327455"	"1601472.31893889"	"117739.86082391"	"3246.00946959655"	"669721.912094064"	"657864.122594803"	"687906.213767214"	"675208.54434498"	"675773.793273243"	"757453.716208057"	"581636.336599243"	"9.1"	""	""	""	""	""	"8.6"	""	""	""	""	"8.6"	""	""	"9.1"	""	""	""	"8.6"	""	"8.0"	"8.6"	"9.1"	""	"8.0"	"8.6"	"8.6"	""	""	""	""	"6.1"	""	"7.2"	""	""
